metric,metric_label,system,queries,mean,median,std_dev,ci_low,ci_high,min,max
ndcg100,nDCG@100,bge_m3_hybrid_315,14977,0.6247351111113554,0.6309297535714574,0.4066258599231251,0.6182223406495334,0.6312478815731773,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_414,14977,0.5933682872040787,0.6309297535714574,0.40216705960881327,0.58692693163699,0.5998096427711676,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_424,14977,0.5843912515722884,0.6309297535714574,0.4023585053940257,0.5779468296914753,0.5908356734531016,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_513,14977,0.6249780214600912,0.6309297535714574,0.4055495303655502,0.6184824901560323,0.6314735527641501,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_513_tk1000,14977,0.6252722356887079,0.6309297535714574,0.4051642170464533,0.6187828758003175,0.6317615955770983,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_513_tk500,14977,0.6252722356887079,0.6309297535714574,0.4051642170464533,0.6187828758003175,0.6317615955770983,0.0,1.0
ndcg100,nDCG@100,bge_m3_hybrid_514,14977,0.5910762173530387,0.6309297535714574,0.4019129007033852,0.584638932551671,0.5975135021544065,0.0,1.0
ndcg100,nDCG@100,reranked_results,14977,0.6987057110276204,1.0,0.3981031944175352,0.6923294448308525,0.7050819772243883,0.0,1.0
ndcg100,nDCG@100,nemotron_topk400,14977,0.744024349777386,1.0,0.36769168089368653,0.738135173130247,0.7499135264245249,0.0,1.0
ndcg100,nDCG@100,rer_bge_m3_hybrid_513_nemotron,14977,0.7245689341925978,1.0,0.39140985196937284,0.7182998726949986,0.730837995690197,0.0,1.0
ndcg100,nDCG@100,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.7540016312891433,1.0,0.36007005184895297,0.7482345273516026,0.7597687352266841,0.0,1.0
ndcg100,nDCG@100,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.7505951625871183,1.0,0.36530724356713046,0.7447441765582332,0.7564461486160035,0.0,1.0
