metric,metric_label,system,queries,mean,median,std_dev,ci_low,ci_high,min,max
f1_1,F1@1,bge_m3_hybrid_315,14977,0.4990986178807505,0.0,0.5000158805798979,0.49109005527211974,0.5071071804893813,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_414,14977,0.4468852240101489,0.0,0.49718741493281954,0.43892196385110177,0.45484848416919604,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_424,14977,0.43513387193697,0.0,0.49579108286556495,0.42719297629316605,0.44307476758077396,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_513,14977,0.4980303131468251,0.0,0.5000128132865296,0.49002179966585596,0.5060388266277943,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_513_tk1000,14977,0.4980303131468251,0.0,0.5000128132865296,0.49002179966585596,0.5060388266277943,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_513_tk500,14977,0.4980303131468251,0.0,0.5000128132865296,0.49002179966585596,0.5060388266277943,0.0,1.0
f1_1,F1@1,bge_m3_hybrid_514,14977,0.4434800026707618,0.0,0.49681180538443087,0.43552275850580907,0.45143724683571457,0.0,1.0
f1_1,F1@1,reranked_results,14977,0.5977164986312345,1.0,0.49037489911655646,0.5898623519254913,0.6055706453369778,0.0,1.0
f1_1,F1@1,nemotron_topk400,14977,0.6361754690525473,1.0,0.4811150556495382,0.6284696337085666,0.643881304396528,0.0,1.0
f1_1,F1@1,rer_bge_m3_hybrid_513_nemotron,14977,0.6302997930159578,1.0,0.4827396023044966,0.6225679379312006,0.6380316481007151,0.0,1.0
f1_1,F1@1,rer_bge_m3_hybrid_513_nemotron_tk1000,14977,0.6474594378046338,1.0,0.477777098275178,0.6398070652438481,0.6551118103654194,0.0,1.0
f1_1,F1@1,rer_bge_m3_hybrid_513_nemotron_tk500,14977,0.6470588235294118,1.0,0.4779005667861673,0.6394044734208344,0.6547131736379892,0.0,1.0
